,JEL,abstract,author,doi,journal,pdf_url,publication_date,title,url,year,index
4828,,,"Aizer, Anna Lleras-Muney, Adriana Stabile, Mark",10.1257/000282805774670248,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670248,2005/05,"Access to Care, Provider Choice, and the Infant Health Gradient",https://www.aeaweb.org/articles?id=10.1257/000282805774670248,2005.0,2333
4829,,,"Gaynor, Martin Seider, Harald Vogt, William B.",10.1257/000282805774670329,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670329,2005/05,"The Volume-Outcome Effect, Scale Economies, and Learning-by-Doing",https://www.aeaweb.org/articles?id=10.1257/000282805774670329,2005.0,2334
4830,,,"Cutler, David M. Glaeser, Edward",10.1257/000282805774670464,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670464,2005/05,"What Explains Differences in Smoking, Drinking, and Other Health-Related Behaviors?",https://www.aeaweb.org/articles?id=10.1257/000282805774670464,2005.0,2335
4831,,,"Goldman, Dana Smith, James P.",10.1257/000282805774669907,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669907,2005/05,Socioeconomic Differences in the Adoption of New Medical Technologies,https://www.aeaweb.org/articles?id=10.1257/000282805774669907,2005.0,2336
4832,,,"Case, Anne Deaton, Angus",10.1257/000282805774670310,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670310,2005/05,Health and Wealth among the Poor: India and South Africa Compared,https://www.aeaweb.org/articles?id=10.1257/000282805774670310,2005.0,2337
4833,,,"Finkelstein, Amy McGarry, Kathleen Sufi, Amir",10.1257/000282805774669808,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669808,2005/05,Dynamic Inefficiencies in Insurance Markets: Evidence from Long-Term Care Insurance,https://www.aeaweb.org/articles?id=10.1257/000282805774669808,2005.0,2338
4834,,,"Pauly, Mark V.",10.1257/000282805774669844,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669844,2005/05,Effects of Insurance Coverage on Use of Care and Health Outcomes for Nonpoor Young Women,https://www.aeaweb.org/articles?id=10.1257/000282805774669844,2005.0,2339
4835,,,"Baicker, Katherine Chandra, Amitabh",10.1257/000282805774670121,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670121,2005/05,The Consequences of the Growth of Health Insurance Premiums,https://www.aeaweb.org/articles?id=10.1257/000282805774670121,2005.0,2340
4836,,,"Chernew, Michael Cutler, David Keenan, Patricia Seliger",10.1257/000282805774669600,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669600,2005/05,"Charity Care, Risk Pooling, and the Decline in Private Health Insurance",https://www.aeaweb.org/articles?id=10.1257/000282805774669600,2005.0,2341
4837,,,"Schmidt, Lucie",10.1257/000282805774670086,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670086,2005/05,Infertility Insurance Mandates and Fertility,https://www.aeaweb.org/articles?id=10.1257/000282805774670086,2005.0,2342
4838,,,"Whitmore, Diane",10.1257/000282805774670158,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670158,2005/05,Resource and Peer Impacts on Girls' Academic Achievement: Evidence from a Randomized Experiment,https://www.aeaweb.org/articles?id=10.1257/000282805774670158,2005.0,2343
4839,,,"Kalenkoski, Charlene M. Ribar, David C. Stratton, Leslie S.",10.1257/000282805774670176,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670176,2005/05,"Parental Child Care in Single-Parent, Cohabiting, and Married-Couple Families: Time-Diary Evidence from the United Kingdom",https://www.aeaweb.org/articles?id=10.1257/000282805774670176,2005.0,2344
4840,,,"Adsera, Alicia",10.1257/000282805774669763,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669763,2005/05,Vanishing Children: From High Unemployment to Low Fertility in Developed Countries,https://www.aeaweb.org/articles?id=10.1257/000282805774669763,2005.0,2345
4841,,,"Ehrenberg, Ronald G.",10.1257/000282805774669772,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669772,2005/05,Involving Undergraduates in Research To Encourage Them To Undertake Ph.D. Study in Economics,https://www.aeaweb.org/articles?id=10.1257/000282805774669772,2005.0,2346
4842,,,"Becker, William E. Kennedy, Peter E.",10.1257/000282805774669790,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669790,2005/05,Does Teaching Enhance Research in Economics?,https://www.aeaweb.org/articles?id=10.1257/000282805774669790,2005.0,2347
4843,,,"Walstad, William B. Allgood, Sam",10.1257/000282805774670383,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670383,2005/05,Views of Teaching and Research in Economics and Other Disciplines,https://www.aeaweb.org/articles?id=10.1257/000282805774670383,2005.0,2348
4844,,,"Boyd, Donald Lankford, Hamilton Loeb, Susanna Wyckoff, James",10.1257/000282805774669628,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669628,2005/05,Explaining the Short Careers of High-Achieving Teachers in Schools with Low-Performing Students,https://www.aeaweb.org/articles?id=10.1257/000282805774669628,2005.0,2349
4845,,,"Bettinger, Eric P. Long, Bridget Terry",10.1257/000282805774670149,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670149,2005/05,Do Faculty Serve as Role Models? The Impact of Instructor Gender on Female Students,https://www.aeaweb.org/articles?id=10.1257/000282805774670149,2005.0,2350
4846,,,"Dee, Thomas S.",10.1257/000282805774670446,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670446,2005/05,"A Teacher Like Me: Does Race, Ethnicity, or Gender Matter?",https://www.aeaweb.org/articles?id=10.1257/000282805774670446,2005.0,2351
4847,,,"Solnick, Sara J. Hemenway, David",10.1257/000282805774669925,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669925,2005/05,Are Positional Concerns Stronger in Some Domains than in Others?,https://www.aeaweb.org/articles?id=10.1257/000282805774669925,2005.0,2352
4848,,,"Kniesner, Thomas J. Viscusi, W. Kip",10.1257/000282805774669718,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669718,2005/05,Value of a Statistical Life: Relative Position vs. Relative Age,https://www.aeaweb.org/articles?id=10.1257/000282805774669718,2005.0,2353
4849,,,"Frank, Robert H.",10.1257/000282805774670392,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670392,2005/05,Positional Externalities Cause Large and Preventable Welfare Losses,https://www.aeaweb.org/articles?id=10.1257/000282805774670392,2005.0,2354
4850,,,"Durlauf, Steven N.",10.1257/000282805774669646,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669646,2005/05,"Racial Profiling as a Public Policy Question: Efficiency, Equity, and Ambiguity",https://www.aeaweb.org/articles?id=10.1257/000282805774669646,2005.0,2355
4851,,,"Persico, Nicola Todd, Petra E.",10.1257/000282805774670031,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670031,2005/05,"Passenger Profiling, Imperfect Screening, and Airport Security",https://www.aeaweb.org/articles?id=10.1257/000282805774670031,2005.0,2356
4852,,,"Manski, Charles F.",10.1257/000282805774669817,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669817,2005/05,Optimal Search Profiling with Linear Deterrence,https://www.aeaweb.org/articles?id=10.1257/000282805774669817,2005.0,2357
4853,,,"Blume, Lawrence E.",10.1257/000282805774670257,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670257,2005/05,Learning and Statistical Discrimination,https://www.aeaweb.org/articles?id=10.1257/000282805774670257,2005.0,2358
4854,,,"Altonji, Joseph G.",10.1257/000282805774670455,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670455,2005/05,"Employer Learning, Statistical Discrimination and Occupational Attainment",https://www.aeaweb.org/articles?id=10.1257/000282805774670455,2005.0,2359
4855,,,"Fang, Hanming Loury, Glenn C.",10.1257/000282805774669998,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669998,2005/05,"""Dysfunctional Identities"" Can Be Rational",https://www.aeaweb.org/articles?id=10.1257/000282805774669998,2005.0,2360
4856,,,"Eissa, Nada Nichols, Austin",10.1257/000282805774670527,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670527,2005/05,Tax-Transfer Policy and Labor-Market Outcomes,https://www.aeaweb.org/articles?id=10.1257/000282805774670527,2005.0,2361
4857,,,"Bertrand, Marianne Chugh, Dolly Mullainathan, Sendhil",10.1257/000282805774670365,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670365,2005/05,Implicit Discrimination,https://www.aeaweb.org/articles?id=10.1257/000282805774670365,2005.0,2362
4858,,,"Barrow, Lisa Rouse, Cecilia Elena",10.1257/000282805774670130,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670130,2005/05,Do Returns to Schooling Differ by Race and Ethnicity?,https://www.aeaweb.org/articles?id=10.1257/000282805774670130,2005.0,2363
4859,,,"Blank, Rebecca M.",10.1257/000282805774670545,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670545,2005/05,Tracing the Economic Impact of Cumulative Discrimination,https://www.aeaweb.org/articles?id=10.1257/000282805774670545,2005.0,2364
4860,,,"Jefferson, Philip N.",10.1257/000282805774670428,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670428,2005/05,Does Monetary Policy Affect Relative Educational Unemployment Rates?,https://www.aeaweb.org/articles?id=10.1257/000282805774670428,2005.0,2365
4861,,,"Stephan, Paula Ma, Jennifer",10.1257/000282805774669619,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669619,2005/05,The Increased Frequency and Duration of the Postdoctorate Career Stage,https://www.aeaweb.org/articles?id=10.1257/000282805774669619,2005.0,2366
4862,,,"Chen, Yiu Por",10.1257/000282805774669781,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669781,2005/05,"Skill-Sorting, Self-Selectivity, and Immigration Policy Regime Change: Two Surveys of Chinese Graduate Students' Intention to Study Abroad",https://www.aeaweb.org/articles?id=10.1257/000282805774669781,2005.0,2367
4863,,,"Borjas, George J.",10.1257/000282805774670040,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670040,2005/05,The Labor-Market Impact of High-Skill Immigration,https://www.aeaweb.org/articles?id=10.1257/000282805774670040,2005.0,2368
4864,,,"Freeman, Richard B.",10.1257/000282805774670068,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670068,2005/05,Fellowship Stipend Support and the Supply of Science and Engineering Students: NSF Graduate Research Fellowships,https://www.aeaweb.org/articles?id=10.1257/000282805774670068,2005.0,2369
4865,,,"Rodrik, Dani Wacziarg, Romain",10.1257/000282805774670059,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670059,2005/05,Do Democratic Transitions Produce Bad Economic Outcomes?,https://www.aeaweb.org/articles?id=10.1257/000282805774670059,2005.0,2370
4866,,,"Acemoglu, Daron Johnson, Simon Robinson, James A. Yared, Pierre",10.1257/000282805774669916,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669916,2005/05,From Education to Democracy?,https://www.aeaweb.org/articles?id=10.1257/000282805774669916,2005.0,2371
