"","doi","author","title","citation","checked"
"1344","10.1257/000282805774670446","Dee, Thomas S.","A Teacher Like Me: Does Race, Ethnicity, or Gender Matter?","138",1
"1345","10.1257/000282805774670392","Frank, Robert H.","Positional Externalities Cause Large and Preventable Welfare Losses","94",1
"1346","10.1257/000282805774669646","Durlauf, Steven N.","Racial Profiling as a Public Policy Question: Efficiency, Equity, and Ambiguity","5",1
"1347","10.1257/000282805774670031","Persico, Nicola Todd, Petra E.","Passenger Profiling, Imperfect Screening, and Airport Security","15",1
"1348","10.1257/000282805774669817","Manski, Charles F.","Optimal Search Profiling with Linear Deterrence","4",1
"1349","10.1257/000282805774670257","Blume, Lawrence E.","Learning and Statistical Discrimination","2",1
"1350","10.1257/000282805774670455","Altonji, Joseph G.","Employer Learning, Statistical Discrimination and Occupational Attainment","9",1
"1351","10.1257/000282805774669998","Fang, Hanming Loury, Glenn C.","""Dysfunctional Identities"" Can Be Rational","17",1
"1352","10.1257/000282805774670545","Blank, Rebecca M.","Tracing the Economic Impact of Cumulative Discrimination","7",1
"1353","10.1257/000282805774670365","Bertrand, Marianne Chugh, Dolly Mullainathan, Sendhil","Implicit Discrimination","79",1
"1354","10.1257/000282805774670527","Eissa, Nada Nichols, Austin","Tax-Transfer Policy and Labor-Market Outcomes","3",1
"1355","10.1257/000282805774670130","Barrow, Lisa Rouse, Cecilia Elena","Do Returns to Schooling Differ by Race and Ethnicity?","11",1
"1356","10.1257/000282805774670428","Jefferson, Philip N.","Does Monetary Policy Affect Relative Educational Unemployment Rates?","3",1
"1357","10.1257/000282805774669619","Stephan, Paula Ma, Jennifer","The Increased Frequency and Duration of the Postdoctorate Career Stage","37",1
"1358","10.1257/000282805774669781","Chen, Yiu Por","Skill-Sorting, Self-Selectivity, and Immigration Policy Regime Change: Two Surveys of Chinese Graduate Students' Intention to Study Abroad","4",1
"1359","10.1257/000282805774670068","Freeman, Richard B.","Fellowship Stipend Support and the Supply of Science and Engineering Students: NSF Graduate Research Fellowships","1",1
"1360","10.1257/000282805774670040","Borjas, George J.","The Labor-Market Impact of High-Skill Immigration","27",1
"1361","10.1257/000282805774670059","Rodrik, Dani Wacziarg, Romain","Do Democratic Transitions Produce Bad Economic Outcomes?","99",1
"1362","10.1257/000282805774669916","Acemoglu, Daron Johnson, Simon Robinson, James A. Yared, Pierre","From Education to Democracy?","75",1
"1363","10.1257/000282805774670356","Inman, Robert P. Rubinfeld, Daniel L.","Federalism and the Democratic Transition: Lessons from South Africa","5",1
"1364","10.1257/000282805774670185","Desai, Mihir A. Foley, C. Fritz Hines Jr., James R.","Foreign Direct Investment and the Domestic Capital Stock","40",1
"1365","10.1257/000282805774669871","Antràs, Pol","Property Rights and the International Organization of Production","15",1
"1366","10.1257/000282805774670518","Grossman, Gene M. Helpman, Elhanan Szeidl, Adam","Complementarities between Outsourcing and Foreign Sourcing","20",1
"1367","10.1257/000282805774669880","Williamson, Oliver E.","The Economics of Governance","141",1
"1368","10.1257/000282805774670211","McFadden, Daniel L.","Foreword","0",1
"1369","10.1257/000282805774669952","Baldwin, J. David Oaxaca, Ronald L.","Editors' Introduction","0",1
"1370","10.1257/0002828053828437","Levin, Dan","Demand Reduction in Multi-Unit Auctions: Evidence from a Sportscard Field Experiment: Comment","5",1
"1371","10.1257/0002828053828617","Thompson, Peter Fox-Kean, Melanie","Patent Citations and the Geography of Knowledge Spillovers: A Reassessment: Reply","11",1
"1372","10.1257/0002828053828644","Henderson, Rebecca Jaffe, Adam Trajtenberg, Manuel","Patent Citations and the Geography of Knowledge Spillovers: A Reassessment: Comment","37",1
"1373","10.1257/0002828053828509","Thompson, Peter Fox-Kean, Melanie","Patent Citations and the Geography of Knowledge Spillovers: A Reassessment","134",1
"1374","10.1257/0002828053828635","Black, Sandra E. Devereux, Paul J. Salvanes, Kjell G.","Why the Apple Doesn't Fall Far: Understanding Intergenerational Transmission of Human Capital","173",1
"1375","10.1257/0002828053828446","Gürkaynak, Refet S. Sack, Brian Swanson, Eric","The Sensitivity of Long-Term Interest Rates to Economic News: Evidence and Implications for Macroeconomic Models","128",1
"1376","10.1257/0002828053828671","Meghir, Costas Palme, Mårten","Educational Reform, Ability, and Family Background","130",1
"1377","10.1257/0002828053828608","Leslie, Derek","Are Delays in Academic Publishing Necessary?","17",1
"1378","10.1257/0002828053828455","Schlenker, Wolfram Hanemann, W. Michael Fisher, Anthony C.","Will U.S. Agriculture Really Benefit from Global Warming? Accounting for Irrigation in the Hedonic Approach","134",1
"1379","10.1257/0002828053828662","Gneezy, Uri","Deception: The Role of Consequences","385",1
"1380","10.1257/0002828053828707","Mukand, Sharun W. Rodrik, Dani","In Search of the Holy Grail: Policy Convergence, Experimentation, and Economic Performance","47",1
"1381","10.1257/0002828053828464","Diermeier, Daniel Keane, Michael Merlo, Antonio","A Political Economy Model of Congressional Careers","76",1
"1382","10.1257/0002828053828527","Rangel, Antonio","How to Protect Future Generations Using Tax-Base Restrictions","12",1
"1383","10.1257/0002828053828590","Evans, Carolyn L. Harrigan, James","Distance, Time, and Specialization: Lean Retailing in General Equilibrium","58",1
"1384","10.1257/0002828053828563","Becker, Gary S. Philipson, Tomas J. Soares, Rodrigo R.","The Quantity and Quality of Life and the Evolution of World Inequality","178",1
"1385","10.1257/0002828053828554","Chowdhry, Bhagwan Roll, Richard Xia, Yihong","Extracting Inflation from Stock Returns to Test Purchasing Power Parity","3",1
"1386","10.1257/0002828053828626","Wynne, José","Wealth as a Determinant of Comparative Advantage","12",1
"1387","10.1257/0002828053828491","Bernhofen, Daniel M. Brown, John C.","An Empirical Assessment of the Comparative Advantage Gains from Trade: Evidence from Japan","27",1
"1388","10.1257/0002828053828680","Greenwood, Jeremy Seshadri, Ananth Vandenbroucke, Guillaume","The Baby Boom and Baby Bust","47",1
"1389","10.1257/0002828053828518","Jordà, Òscar","Estimation and Inference of Impulse Responses by Local Projections","105",1
"1390","10.1257/0002828053828581","Cochrane, John H. Piazzesi, Monika","Bond Risk Premia","273",1
"1391","10.1257/0002828053828473","Auerbach, Alan J. Obstfeld, Maurice","The Case for Open-Market Purchases in a Liquidity Trap","36",1
"1392","10.1257/0002828053828653","Yun, Tack","Optimal Monetary Policy with Relative Price Distortions","43",1
"1393","10.1257/0002828053828699","Abiad, Abdul Mody, Ashoka","Financial Reform: What Shakes It? What Shapes It?","89",1
"1394","10.1257/0002828053828482","Hall, Robert E.","Employment Fluctuations with Equilibrium Wage Stickiness","298",1
"1395","10.1257/0002828053828572","Shimer, Robert","The Cyclical Behavior of Equilibrium Unemployment and Vacancies","527",1
"1396","10.1257/0002828053828545","Feldstein, Martin","Rethinking Social Insurance","47",1
"1397","10.1257/0002828043052196","Wenli, Li Sarte, Pierre -Daniel","Progressive Taxation and Long-Run Growth","23",1
"1398","10.1257/0002828043052358","Davis, Lucas W.","The Effect of Health Risk on Housing Values: Evidence from a Cancer Cluster","46",1
"1399","10.1257/0002828043052367","Morrison, Alan D. Wilhelm Jr, William J.","Partnership Firms, Reputation, and Human Capital","37",1
"1400","10.1257/0002828043052321","Light, Audrey McGarry, Kathleen","Why Parents Play Favorites: Explanations for Unequal Bequests","21",1
"1401","10.1257/0002828043052268","Temin, Peter Voth, Hans-Joachim","Riding the South Sea Bubble","40",1
"1402","10.1257/0002828043052312","Grossman, Gene M. Lai, Edwin L.-C.","International Protection of Intellectual Property","120",1
"1403","10.1257/0002828043052169","Angrist, Joshua D. Lang, Kevin","Does School Integration Generate Peer Effects? Evidence from Boston's Metco Program","163",1
"1404","10.1257/0002828043052259","Azoulay, Pierre","Capturing Knowledge within and across Firm Boundaries: Evidence from Clinical Development","43",1
"1405","10.1257/0002828043052222","Bernheim, B. Douglas Rangel, Antonio","Addiction and Cue-Triggered Decision Processes","176",1
"1406","10.1257/0002828043052204","Compte, Olivier Postlewaite, Andrew","Confidence-Enhanced Performance","63",1
"1407","10.1257/0002828043052349","Chen, Yan Gazzale, Robert","When Does Learning in Games Generate Convergence to Nash Equilibria? The Role of Supermodularity in an Experimental Setting","38",1
"1408","10.1257/0002828043052231","Coate, Stephen Conlin, Michael","A Group Rule-Utilitarian Approach to Voter Turnout: Theory and Evidence","89",1
"1409","10.1257/0002828043052330","Ausubel, Lawrence M.","An Efficient Ascending-Bid Auction for Multiple Objects","150",1
"1410","10.1257/0002828043052303","Eeckhout, Jan","Gibrat's Law for (All) Cities","206",1
"1411","10.1257/0002828043052286","Neary, J. Peter","Rationalizing the Penn World Table: True Multilateral Indices for International Comparisons of Real Income","45",1
"1412","10.1257/0002828043052178","Hill, Robert J.","Constructing Price Indexes across Space and Time: The Case of the European Union","41",1
"1413","10.1257/0002828043052213","Restuccia, Diego Urrutia, Carlos","Intergenerational Persistence of Earnings: The Role of Early and College Education","64",1
"1414","10.1257/0002828043052376","Coen-Pirani, Daniele","Markups, Aggregation, and Inventory Adjustment","8",1
"1415","10.1257/0002828043052295","Maccini, Louis J. Moore, Bartholomew J. Schaller, Huntley","The Interest Rate, Learning, and Inventory Investment","9",1
"1416","10.1257/0002828043052277","Chen, Joseph Hong, Harrison Huang, Ming Kubik, Jeffrey D.","Does Fund Size Erode Mutual Fund Performance? The Role of Liquidity and Organization","235",1
"1417","10.1257/0002828043052240","Campbell, John Y. Vuolteenaho, Tuomo","Bad Beta, Good Beta","230",1
"1418","10.1257/0002828042002732","Caballero, Ricardo J. Engel, Eduardo M.R.A.","A Comment on the Economics of Labor Adjustment: Mind the Gap: Reply","9",1
"1419","10.1257/0002828042002534","Cooper, Russell Willis, Jonathan L.","A Comment on the Economics of Labor Adjustment: Mind the Gap","23",1
"1420","10.1257/0002828042002624","Majumdar, Sumon Mukand, Sharun W.","Policy Gambles","27",1
"1421","10.1257/0002828042002723","Campbell, Jeffrey R. Lapham, Beverly","Real Exchange Rate Fluctuations and the Dynamics of Retail Trade Industries on the U. S.-Canada Border","22",1
"1422","10.1257/0002828042002589","Céspedes, Luis Felipe Chang, Roberto Velasco, Andrés","Balance Sheets and Exchange Rate Policy","107",1
"1423","10.1257/0002828042002516","Mazzocco, Maurizio","Saving, Risk Sharing, and Preferences for Risk","38",1
"1424","10.1257/0002828042002543","Pandey, Priyanka","Effects of Technology on Incentive Design of Share Contracts","6",1
"1425","10.1257/0002828042002697","Van den Steen, Eric","Rational Overoptimism (and Other Biases)","99",1
"1426","10.1257/0002828042002642","Somerville R.A.","Insurance, Consumption, and Saving: A Dynamic Analysis in Continuous Time","2",1
"1427","10.1257/0002828042002688","Hanson, Gordon H. Xiang, Chong","The Home-Market Effect and Bilateral Trade Patterns","61",1
"1428","10.1257/0002828042002705","Hopkins, Ed Kornienko, Tatiana","Running to Keep in the Same Place: Consumer Choice as a Game of Status","119",1
"1429","10.1257/0002828042002651","Romer, Christina D. Romer, David H.","A New Measure of Monetary Shocks: Derivation and Implications","141",1
"1430","10.1257/0002828042002606","Maskin, Eric Tirole, Jean","The Politician and the Judge: Accountability in Government","183",1
"1431","10.1257/0002828042002714","Sugden, Robert","The Opportunity Criterion: Consumer Sovereignty Without the Assumption of Coherent Preferences","73",1
"1432","10.1257/0002828042002561","Bertrand, Marianne Mullainathan, Sendhil","Are Emily and Greg More Employable Than Lakisha and Jamal? A Field Experiment on Labor Market Discrimination","791",1
"1433","10.1257/0002828042002615","Barlevy, Gadi","The Cost of Business Cycles Under Endogenous Growth","59",1
"1434","10.1257/0002828042002525","Wasmer, Etienne Weil, Philippe","The Macroeconomics of Labor and Credit Market Imperfections","65",1
"1435","10.1257/0002828042002679","Guryan, Jonathan","Desegregation and Black Dropout Rates","93",1
"1436","10.1257/0002828042002660","Mailath, George J. Postlewaite, Andrew Samuelson, Larry","Sunk Investments Lead to Unpredictable Prices","2",1
"1437","10.1257/0002828042002633","Trefler, Daniel","The Long and Short of the Canada-U. S. Free Trade Agreement","235",1
"1438","10.1257/0002828042002741","Engelmann, Dirk Strobel, Martin","Inequality Aversion, Efficiency, and Maximin Preferences in Simple Distribution Experiments","270",1
"1439","10.1257/0002828042002552","Huang, Kevin X.D. Liu, Zheng Phaneuf, Louis","Why Does the Cyclical Behavior of Real Wages Change Over Time?","33",1
"1440","10.1257/0002828042002570","Sala-I-Martin, Xavier Doppelhofer, Gernot Miller, Ronald I.","Determinants of Long-Term Growth: A Bayesian Averaging of Classical Estimates (BACE) Approach","474",1
"1441","10.1257/0002828041464632","McAfee, R. Preston Schwartz, Marius","Opportunism in Multilateral Vertical Contracting: Nondiscrimination, Exclusivity, and Uniformity: Reply","1",1
"1442","10.1257/0002828041464425","Ciccone, Antonio","Resistance to Reform: Status Quo Bias in the Presence of Individual-Specific Uncertainty: Comment","5",1
"1443","10.1257/0002828041464524","Burnside, Craig Dollar, David","Aid, Policies, and Growth: Reply","38",1
"1444","10.1257/0002828041464560","Easterly, William Levine, Ross Roodman, David","Aid, Policies, and Growth: Comment","229",1
"1445","10.1257/0002828041464434","Winter, Eyal","Incentives and Discrimination","52",1
"1446","10.1257/0002828041464588","Marx, Leslie M. Shaffer, Greg","Opportunism in Multilateral Vertical Contracting: Nondiscrimination, Exclusivity, and Uniformity: Comment","15",1
"1447","10.1257/0002828041464533","Hoff, Karla Stiglitz, Joseph E.","After the Big Bang? Obstacles to the Emergence of the Rule of Law in Post-Communist Societies","80",1
"1448","10.1257/0002828041464614","List, John A. Berrens, Robert P. Bohara, Alok K. Kerkvliet, Joe","Examining the Role of Social Isolation on Stated Preferences","74",1
"1449","10.1257/0002828041464551","Frijters, Paul Haisken-DeNew, John P. Shields, Michael A.","Money Does Matter! Evidence from Increasing Real Income and Life Satisfaction in East Germany Following Reunification","182",1
"1450","10.1257/0002828041464470","Hanssen, F. Andrew","Is There a Politically Optimal Level of Judicial Independence?","62",1
"1451","10.1257/0002828041464641","Lerner, Josh Tirole, Jean","Efficient Patent Pools","112",1
"1452","10.1257/0002828041464623","Moretti, Enrico","Workers' Education, Spillovers, and Productivity: Evidence from Plant-Level Production Functions","179",1
